comment_sentence_id,class,comment_sentence,partition,instance_type,category
3286,ImmutableTable_CustomFieldSerializerBase.java,serial,0,0,usage
3798,SmoothRateLimiter.java,maxpermit thresholdpermit 2 warmupperiod stableinterv coldinterv,0,0,usage
2775,BloomFilter.java,linkplain mightcontain object erron return code true object,0,0,usage
2776,BloomFilter.java,actual put code bloomfilt,0,0,usage
3288,ImmutableTable_CustomFieldSerializerBase.java,author chri povirk,0,0,usage
2777,BloomFilter.java,p bloom filter serializ,0,0,usage
2778,BloomFilter.java,also support compact serial represent via,0,0,usage
2779,BloomFilter.java,link writeto link readfrom method,0,0,usage
3803,SmoothRateLimiter.java,allow normal condit,0,0,usage
2780,BloomFilter.java,serial form continu,0,0,usage
3804,SmoothRateLimiter.java,enforc throttl incom request need ie,0,0,usage
2781,BloomFilter.java,support futur version librari,0,0,usage
3293,LazyStackTraceBenchmark.java,quick dirti benchmark link throwableslazystacktrac throwabl,0,0,usage
2782,BloomFilter.java,howev serial form gener newer version,0,0,usage
3294,LazyStackTraceBenchmark.java,benchmark caller,0,0,usage
3806,SmoothRateLimiter.java,wait much,0,0,usage
2783,BloomFilter.java,code may readabl older version code eg serial bloom filter,0,0,usage
3295,LazyStackTraceBenchmark.java,finder implement might use log framework,0,0,usage
2784,BloomFilter.java,gener today may readabl binari compil 6 month ago,0,0,usage
2785,BloomFilter.java,p guava 230 class thread safe lock free,0,0,usage
3809,SmoothRateLimiter.java,exampl rate,0,0,usage
2786,BloomFilter.java,intern use atom,0,0,usage
3810,SmoothRateLimiter.java,qp 5 5 token per second ensur request grant earlier 200m,0,0,usage
2787,BloomFilter.java,compar swap ensur correct multipl thread use access,0,0,usage
3300,LongMathBenchmark.java,benchmark non round method code longmath,0,0,usage
2789,BloomFilter.java,author dimitri andreou,0,0,usage
3301,LongMathBenchmark.java,author loui wasserman,0,0,usage
2790,BloomFilter.java,author kevin bourrillion,0,0,usage
3814,SmoothRateLimiter.java,rate serv 15 fresh permit,0,0,usage
2791,BloomFilter.java,sinc 110 thread safe sinc 230,0,0,usage
3815,SmoothRateLimiter.java,ie acquir 15 request natur take 3 second,0,0,usage
3304,MapPutAllTester.java,gener junit test test code putal oper map,0,0,usage
3306,MapPutAllTester.java,plea see link comgooglecommoncollecttestingmaptestsuitebuild,0,0,usage
3307,MapPutAllTester.java,author chri povirk,0,0,usage
3308,MapPutAllTester.java,author kevin bourrillion,0,0,usage
3820,SmoothRateLimiter.java,ratelimit would immedi,0,0,usage
3824,SmoothRateLimiter.java,past underutil could mean excess resourc avail,0,0,usage
3313,MapSerializationTester.java,basic serial test map,0,0,usage
3314,MapSerializationTester.java,author loui wasserman,0,0,usage
3317,MultimapBuilder.java,builder multimap implement allow custom back map valu,0,0,usage
3829,SmoothRateLimiter.java,translat almost empti buffer fill immedi,0,0,usage
3318,MultimapBuilder.java,collect implement use particular multimap,0,0,usage
3832,SmoothRateLimiter.java,request becom like trigger expens oper extrem case,0,0,usage
3833,SmoothRateLimiter.java,exampl server boot mostli busi get,0,0,usage
3834,SmoothRateLimiter.java,speed,0,0,usage
3835,SmoothRateLimiter.java,deal scenario add extra dimens past underutil,0,0,usage
3838,SmoothRateLimiter.java,grow maxstoredpermit suffici larg underutil,0,0,usage
3840,SmoothRateLimiter.java,request permit invoc acquir permit serv,0,0,usage
3841,SmoothRateLimiter.java,store permit avail,0,0,usage
3842,SmoothRateLimiter.java,fresh permit remain permit,0,0,usage
3332,MultimapBuilder.java,author loui wasserman,0,0,usage
2833,CacheBuilder.java,follow featur,0,0,usage
2834,CacheBuilder.java,ul,0,0,usage
2835,CacheBuilder.java,li automat load entri cach,0,0,usage
2836,CacheBuilder.java,li least recent use evict maximum size exceed,0,0,usage
2837,CacheBuilder.java,li time base expir entri measur sinc last access last write,0,0,usage
2838,CacheBuilder.java,li key automat wrap linkplain weakrefer weak refer,0,0,usage
2839,CacheBuilder.java,li valu automat wrap linkplain weakrefer weak linkplain,0,0,usage
2840,CacheBuilder.java,softrefer soft refer,0,0,usage
2841,CacheBuilder.java,li notif evict otherwis remov entri,0,0,usage
2843,CacheBuilder.java,ul,0,0,usage
3390,MultimapBuilderTest.java,test link multimapbuild,0,0,usage
3391,MultimapBuilderTest.java,author loui wasserman,0,0,usage
2880,CacheBuilder.java,p b note b default return cach use equal comparison link,0,0,usage
3394,NullsLastOrdering_CustomFieldSerializer.java,class implement gwt serial link nullslastord,0,0,usage
3395,NullsLastOrdering_CustomFieldSerializer.java,author chri povirk,0,0,usage
3398,ObjectCountHashMap.java,objectcounthashmap implement code abstractobjectcountmap use array,0,0,usage
3399,ObjectCountHashMap.java,store key object count valu,0,0,usage
3400,ObjectCountHashMap.java,compar use tradit code hashmap,0,0,usage
3401,ObjectCountHashMap.java,implement store key count valu map entri code objectcounthashmap,0,0,usage
3402,ObjectCountHashMap.java,minim object alloc reduc memori footprint,0,0,usage
3410,PeekingIterator.java,iter support one element lookahead iter,0,0,usage
3411,PeekingIterator.java,p see guava user guid articl href,0,0,usage
3412,PeekingIterator.java,githubcom googl guava wiki collectionhelpersexplainedpeekingiter code,0,0,usage
3413,PeekingIterator.java,peekingiter,0,0,usage
3414,PeekingIterator.java,author mick killianey,0,0,usage
3415,PeekingIterator.java,sinc 20,0,0,usage
3422,Preconditions.java,static conveni method help method constructor check whether invok,0,0,usage
3425,Preconditions.java,specifi type help method except thrown commun,0,0,usage
3426,Preconditions.java,caller made mistak,0,0,usage
3939,SmoothRateLimiter.java,term time sen ratelimit 2qp time specifi 10,0,0,usage
3940,SmoothRateLimiter.java,second save 2 10 20 permit,0,0,usage
2918,CacheBuilder.java,p see guava user guid articl,0,0,usage
2919,CacheBuilder.java,href githubcom googl guava wiki cachesexplain cach higher level,0,0,usage
2920,CacheBuilder.java,explan,0,0,usage
2929,CacheBuilder.java,author charl fri,0,0,usage
2930,CacheBuilder.java,author kevin bourrillion,0,0,usage
2931,CacheBuilder.java,sinc 100,0,0,usage
3453,Preconditions.java,howev method class larg number overload prevent,0,0,usage
3459,Preconditions.java,h3 type precondit h3,0,0,usage
3460,Preconditions.java,p everi type precondit failur support method,0,0,usage
3464,Preconditions.java,h3 non precondit h3,0,0,usage
3473,Preconditions.java,similar class non precondit check,0,0,usage
3481,Preconditions.java,p code precondit use link stringslenientformat format error messag templat,0,0,usage
3486,Preconditions.java,number occurr code format string code precondit still,0,0,usage
3489,Preconditions.java,h3 inform h3,0,0,usage
3490,Preconditions.java,p see guava user guid,0,0,usage
3493,Preconditions.java,author kevin bourrillion,0,0,usage
3494,Preconditions.java,sinc 20,0,0,usage
3040,CacheLoaderTest.java,unit test link cacheload,0,0,usage
3041,CacheLoaderTest.java,author charl fri,0,0,usage
3044,CacheManualTest.java,author charl fri,0,0,usage
3046,ClassToInstanceMap.java,map entri map java href http tinyurlcom 2cmwkz raw type,0,0,usage
3047,ClassToInstanceMap.java,instanc type,0,0,usage
3048,ClassToInstanceMap.java,addit implement code map addit type safe,0,0,usage
3049,ClassToInstanceMap.java,oper link putinst link getinst avail,0,0,usage
3050,ClassToInstanceMap.java,p like code map class object map may contain entri primit type,0,0,usage
3051,ClassToInstanceMap.java,primit type correspond wrapper type may map differ valu,0,0,usage
3052,ClassToInstanceMap.java,p see guava user guid articl href,0,0,usage
3053,ClassToInstanceMap.java,githubcom googl guava wiki newcollectiontypesexplainedclasstoinstancemap code,0,0,usage
3054,ClassToInstanceMap.java,classtoinstancemap,0,0,usage
3058,ClassToInstanceMap.java,author kevin bourrillion,0,0,usage
3059,ClassToInstanceMap.java,sinc 20,0,0,usage
3580,RegularImmutableList_CustomFieldSerializer.java,class implement gwt serial link regularimmutablelist,0,0,usage
3581,RegularImmutableList_CustomFieldSerializer.java,author hayward chan,0,0,usage
4164,AbstractModule.java,author crazybobgooglecom bob lee,0,0,usage
4487,Element.java,intern bind annot appli element multibind,1,0,usage
4488,Element.java,element,0,0,usage
4489,Element.java,assign global uniqu id allow differ modul contribut multibind,1,0,usage
4490,Element.java,independ,0,0,usage
4491,Element.java,author jessewilsongooglecom jess wilson,1,0,usage
4497,EncounterImpl.java,author jessewilsongooglecom jess wilson,0,0,usage
4179,Binder.java,collect configur inform primarili bind use creat,1,0,usage
4499,ImplicitBindingTest.java,author crazybobgooglecom bob lee enum implement anyth possibl success valid jitabl bind,0,0,usage
4180,Binder.java,link injector,1,0,usage
4182,Binder.java,may contribut bind registr,0,0,usage
4502,ManagedFilterPipeline.java,central rout dispatch class handl lifecycl manag filter deleg servlet,1,0,usage
4503,ManagedFilterPipeline.java,pipelin,0,0,usage
4504,ManagedFilterPipeline.java,author dhanjigmailcom dhanji r prasanna,0,0,usage
4508,PrivateElementProcessor,handl code bindernewprivatebind element,0,0,usage
4509,PrivateElementProcessor,author jessewilsongooglecom jess wilson,0,0,usage
4512,ProxyFactoryTest.java,author crazybobgooglecom bob lee,0,0,usage
4514,SpiUtils.java,util test multibind mapbind extens spi,0,0,usage
4323,Binder.java,author crazybobgooglecom bob lee,0,0,usage
4515,SpiUtils.java,author samebgooglecom sam berlin,0,0,usage
4324,Binder.java,author jessewilsongooglecom jess wilson,0,0,usage
4325,Binder.java,author kevinbgooglecom kevin bourrillion,0,0,usage
4518,SpiUtils.java,kind bind,0,0,usage
4519,SpiUtils.java,result bind,0,0,usage
4151,AbstractModule.java,support class link modul reduc repetit result readabl,0,0,usage
4152,AbstractModule.java,configur,0,0,usage
4473,DefaultMethodInterceptionTest.java,test intercept default method,0,0,usage
4474,DefaultMethodInterceptionTest.java,author cgdeckergooglecom colin decker,0,0,usage
5120,VScrollTable.java,domclientblurev,0,0,usage
5121,VScrollTable.java,non javadoc,1,0,usage
5124,VScrollTable.java,detect first visibl,0,0,usage
5125,VScrollTable.java,use jump page press home end,1,0,usage
5126,VScrollTable.java,chang manag mousedown mouseup,0,0,usage
5127,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,1,0,usage
5128,VScrollTable.java,lost,0,0,usage
5129,VScrollTable.java,exampl itabpanel set contain compon invis back,1,0,usage
5130,VScrollTable.java,chang tab,0,0,usage
5131,VScrollTable.java,updat first visibl row case wait,1,0,usage
5132,VScrollTable.java,method logic row need request server,0,0,usage
5133,VScrollTable.java,user scroll,1,0,usage
5134,VScrollTable.java,non javadoc,0,0,usage
5135,VScrollTable.java,see,1,0,usage
5136,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,0,0,usage
5137,VScrollTable.java,domclientfocusev,1,0,usage
5138,VScrollTable.java,non javadoc,0,0,usage
5139,VScrollTable.java,see,1,0,usage
5140,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,0,0,usage
5141,VScrollTable.java,domclientblurev,1,0,usage
5142,VScrollTable.java,non javadoc,0,0,usage
5144,VScrollTable.java,intern use,1,0,usage
5146,VScrollTable.java,overwrit onbrowserev function focusablescrollpanel give event,0,0,usage
5147,VScrollTable.java,access touchcontextprovid,1,0,usage
5148,VScrollTable.java,public give tableconnector,0,0,usage
5150,VScrollTable.java,sinc 72,1,0,usage
5151,VScrollTable.java,author vaadin ltd,0,0,usage
5152,VScrollTable.java,detect first visibl,1,0,usage
5153,VScrollTable.java,use jump page press home end,0,0,usage
5154,VScrollTable.java,chang manag mousedown mouseup,1,0,usage
5155,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,0,0,usage
5156,VScrollTable.java,lost,1,0,usage
5157,VScrollTable.java,exampl itabpanel set contain compon invis back,0,0,usage
5158,VScrollTable.java,chang tab,1,0,usage
5159,VScrollTable.java,updat first visibl row case wait,0,0,usage
5160,VScrollTable.java,method logic row need request server,1,0,usage
5161,VScrollTable.java,user scroll,0,0,usage
5162,VScrollTable.java,non javadoc,1,0,usage
5163,VScrollTable.java,see,0,0,usage
5164,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,1,0,usage
5165,VScrollTable.java,domclientfocusev,0,0,usage
5166,VScrollTable.java,non javadoc,1,0,usage
5167,VScrollTable.java,see,0,0,usage
5168,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,1,0,usage
5169,VScrollTable.java,domclientblurev,0,0,usage
5170,VScrollTable.java,non javadoc,1,0,usage
5172,VScrollTable.java,use recal posit open context menu need close,0,0,usage
5175,VScrollTable.java,intern use,1,0,usage
5177,VScrollTable.java,detect first visibl,0,0,usage
5178,VScrollTable.java,use jump page press home end,1,0,usage
5179,VScrollTable.java,chang manag mousedown mouseup,0,0,usage
5180,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,1,0,usage
5181,VScrollTable.java,lost,0,0,usage
5182,VScrollTable.java,exampl itabpanel set contain compon invis back,1,0,usage
5183,VScrollTable.java,chang tab,0,0,usage
5184,VScrollTable.java,updat first visibl row case wait,1,0,usage
5185,VScrollTable.java,method logic row need request server,0,0,usage
5186,VScrollTable.java,user scroll,1,0,usage
5187,VScrollTable.java,non javadoc,0,0,usage
5188,VScrollTable.java,see,1,0,usage
5189,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,0,0,usage
5190,VScrollTable.java,domclientfocusev,1,0,usage
5191,VScrollTable.java,non javadoc,0,0,usage
5192,VScrollTable.java,see,1,0,usage
5193,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,0,0,usage
5194,VScrollTable.java,domclientblurev,1,0,usage
5195,VScrollTable.java,non javadoc,0,0,usage
5197,VScrollTable.java,intern use,1,0,usage
5199,VScrollTable.java,detect first visibl,0,0,usage
5200,VScrollTable.java,use jump page press home end,1,0,usage
5201,VScrollTable.java,chang manag mousedown mouseup,0,0,usage
5202,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,1,0,usage
5203,VScrollTable.java,lost,0,0,usage
5204,VScrollTable.java,exampl itabpanel set contain compon invis back,1,0,usage
5205,VScrollTable.java,chang tab,0,0,usage
5206,VScrollTable.java,updat first visibl row case wait,1,0,usage
5207,VScrollTable.java,method logic row need request server,0,0,usage
5208,VScrollTable.java,user scroll,1,0,usage
5209,VScrollTable.java,non javadoc,0,0,usage
5210,VScrollTable.java,see,1,0,usage
5211,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,0,0,usage
5212,VScrollTable.java,domclientfocusev,1,0,usage
5213,VScrollTable.java,non javadoc,0,0,usage
5214,VScrollTable.java,see,1,0,usage
5215,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,0,0,usage
5216,VScrollTable.java,domclientblurev,1,0,usage
5217,VScrollTable.java,non javadoc,0,0,usage
5220,VScrollTable.java,reorder disabl click reset sort,1,0,usage
5221,VScrollTable.java,detect first visibl,0,0,usage
5222,VScrollTable.java,use jump page press home end,1,0,usage
5223,VScrollTable.java,chang manag mousedown mouseup,0,0,usage
5224,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,1,0,usage
5225,VScrollTable.java,lost,0,0,usage
5226,VScrollTable.java,exampl itabpanel set contain compon invis back,1,0,usage
5227,VScrollTable.java,chang tab,0,0,usage
5228,VScrollTable.java,updat first visibl row case wait,1,0,usage
5229,VScrollTable.java,method logic row need request server,0,0,usage
5230,VScrollTable.java,user scroll,1,0,usage
5231,VScrollTable.java,non javadoc,0,0,usage
5232,VScrollTable.java,see,1,0,usage
5233,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,0,0,usage
5234,VScrollTable.java,domclientfocusev,1,0,usage
5235,VScrollTable.java,non javadoc,0,0,usage
5236,VScrollTable.java,see,1,0,usage
5237,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,0,0,usage
5238,VScrollTable.java,domclientblurev,1,0,usage
5239,VScrollTable.java,non javadoc,0,0,usage
5242,VScrollTable.java,detect first visibl,1,0,usage
5243,VScrollTable.java,use jump page press home end,0,0,usage
5244,VScrollTable.java,chang manag mousedown mouseup,1,0,usage
5245,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,0,0,usage
5246,VScrollTable.java,lost,1,0,usage
5247,VScrollTable.java,exampl itabpanel set contain compon invis back,0,0,usage
5248,VScrollTable.java,chang tab,1,0,usage
5249,VScrollTable.java,updat first visibl row case wait,0,0,usage
5250,VScrollTable.java,method logic row need request server,1,0,usage
5251,VScrollTable.java,user scroll,0,0,usage
5252,VScrollTable.java,non javadoc,1,0,usage
5253,VScrollTable.java,see,0,0,usage
5254,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,1,0,usage
5255,VScrollTable.java,domclientfocusev,0,0,usage
5256,VScrollTable.java,non javadoc,1,0,usage
5257,VScrollTable.java,see,0,0,usage
5258,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,1,0,usage
5259,VScrollTable.java,domclientblurev,0,0,usage
5260,VScrollTable.java,non javadoc,1,0,usage
5263,VScrollTable.java,reorder disabl click reset sort,0,0,usage
5264,VScrollTable.java,detect first visibl,1,0,usage
5265,VScrollTable.java,use jump page press home end,0,0,usage
5266,VScrollTable.java,chang manag mousedown mouseup,1,0,usage
5267,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,0,0,usage
5268,VScrollTable.java,lost,1,0,usage
5269,VScrollTable.java,exampl itabpanel set contain compon invis back,0,0,usage
5270,VScrollTable.java,chang tab,1,0,usage
5271,VScrollTable.java,updat first visibl row case wait,0,0,usage
5272,VScrollTable.java,method logic row need request server,1,0,usage
5273,VScrollTable.java,user scroll,0,0,usage
5274,VScrollTable.java,non javadoc,1,0,usage
5275,VScrollTable.java,see,0,0,usage
5276,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,1,0,usage
5277,VScrollTable.java,domclientfocusev,0,0,usage
5278,VScrollTable.java,non javadoc,1,0,usage
5279,VScrollTable.java,see,0,0,usage
5280,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,1,0,usage
5281,VScrollTable.java,domclientblurev,0,0,usage
5282,VScrollTable.java,non javadoc,1,0,usage
5285,VScrollTable.java,detect first visibl,0,0,usage
5286,VScrollTable.java,use jump page press home end,1,0,usage
5287,VScrollTable.java,chang manag mousedown mouseup,0,0,usage
5288,VScrollTable.java,overridden due tabl might surviv visibl chang scroll po,1,0,usage
5289,VScrollTable.java,lost,0,0,usage
5290,VScrollTable.java,exampl itabpanel set contain compon invis back,1,0,usage
5291,VScrollTable.java,chang tab,0,0,usage
5292,VScrollTable.java,updat first visibl row case wait,1,0,usage
5293,VScrollTable.java,method logic row need request server,0,0,usage
5294,VScrollTable.java,user scroll,1,0,usage
5295,VScrollTable.java,non javadoc,0,0,usage
5296,VScrollTable.java,see,1,0,usage
5297,VScrollTable.java,comgooglegwteventdomclientfocushandleronfocu comgooglegwtev,0,0,usage
5298,VScrollTable.java,domclientfocusev,1,0,usage
5299,VScrollTable.java,non javadoc,0,0,usage
5300,VScrollTable.java,see,1,0,usage
5301,VScrollTable.java,comgooglegwteventdomclientblurhandleronblur comgooglegwtev,0,0,usage
5302,VScrollTable.java,domclientblurev,1,0,usage
5303,VScrollTable.java,non javadoc,0,0,usage
5305,VScrollTable.java,panel contain vscrolltablerow type widget,1,0,usage
5306,VScrollTable.java,,0,0,usage
5307,VScrollTable.java,simul larg tabl keep spacer take room,1,0,usage
5308,VScrollTable.java,unrend row,0,0,usage
5362,VTextArea.java,class repres multilin textfield textarea,1,0,usage
5366,VTextArea.java,author vaadin ltd,0,0,usage
5371,VUpload.java,author vaadin ltd,1,0,usage
5374,Window.java,link ui,0,0,usage
5376,Window.java,link uiaddwindow window,1,0,usage
5377,Window.java,p,0,0,usage
5378,Window.java,content window set use link setcont compon,1,0,usage
5379,Window.java,use link window string compon constructor,0,0,usage
5380,Window.java,p,1,0,usage
5381,Window.java,p,0,0,usage
5382,Window.java,window posit screen use absolut coordin pixel,1,0,usage
5383,Window.java,set center use link center,0,0,usage
5384,Window.java,p,1,0,usage
5385,Window.java,p,0,0,usage
5386,Window.java,caption display window header,1,0,usage
5387,Window.java,p,0,0,usage
5388,Window.java,p,1,0,usage
5389,Window.java,vaadin version prior 700 window also use applic level,0,0,usage
5390,Window.java,window,1,0,usage
5391,Window.java,function cover link ui class,0,0,usage
5392,Window.java,p,1,0,usage
5393,Window.java,author vaadin ltd,0,0,usage
5394,Window.java,sinc 30,1,0,usage
5395,Window.java,non javadoc,0,0,usage
5396,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,1,0,usage
5397,Window.java,non javadoc,0,0,usage
5398,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,1,0,usage
5399,Window.java,event fire window order posit chang,0,0,usage
5400,Window.java,see uiwindoworderupdateev,1,0,usage
5401,Window.java,author vaadin ltd,0,0,usage
5402,Window.java,non javadoc,1,0,usage
5403,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5404,Window.java,non javadoc,1,0,usage
5405,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5406,Window.java,interfac use listen window order chang event,1,0,usage
5408,Window.java,non javadoc,0,0,usage
5409,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,1,0,usage
5410,Window.java,non javadoc,0,0,usage
5411,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5412,Window.java,interfac use listen window close event,0,0,usage
5413,Window.java,add,0,0,usage
5414,Window.java,closelisten window,0,0,usage
5415,Window.java,link closelistenerwindowclos closeev call whenev,0,0,usage
5416,Window.java,user close window,0,0,usage
5417,Window.java,p,0,0,usage
5420,Window.java,p,0,0,usage
5421,Window.java,non javadoc,0,0,usage
5422,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5423,Window.java,non javadoc,0,0,usage
5424,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5426,Window.java,author vaadin ltd,0,0,usage
5428,Window.java,non javadoc,0,0,usage
5429,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5430,Window.java,non javadoc,0,0,usage
5431,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5432,Window.java,interfac use listen window maxim restor event,0,0,usage
5433,Window.java,add,0,0,usage
5434,Window.java,windowmodechangelisten window,0,0,usage
5435,Window.java,link windowmodechangelistenerwindowmodechang windowmodechangeev,0,0,usage
5436,Window.java,call whenev window maxim,0,0,usage
5437,Window.java,link windowmodemaxim restor link windowmodenorm,0,0,usage
5438,Window.java,non javadoc,0,0,usage
5439,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5440,Window.java,non javadoc,0,0,usage
5441,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5442,Window.java,resiz event fire whenev client side fire resiz event,0,0,usage
5443,Window.java,eg browser window resiz,0,0,usage
5444,Window.java,frequenc may vari across,0,0,usage
5445,Window.java,browser,0,0,usage
5446,Window.java,non javadoc,0,0,usage
5447,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5448,Window.java,non javadoc,0,0,usage
5449,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5452,Window.java,non javadoc,0,0,usage
5453,Window.java,see comvaadinuipanelpaintcont comvaadinserverpainttarget,0,0,usage
5454,Window.java,non javadoc,0,0,usage
5455,Window.java,see comvaadinuipanelchangevari javalangobject javautilmap,0,0,usage
5456,Window.java,link shortcutlisten specif made defin keyboard,0,0,usage
5457,Window.java,shortcut close window,0,0,usage
5463,Window.java,getui addact new windowcloseshortcut window keycodeescap,0,0,usage
5518,XhrConnectionError.java,xhrconnectionerror provid detail error occur,0,0,usage
5519,XhrConnectionError.java,xhr request server,0,0,usage
5520,XhrConnectionError.java,sinc 76,0,0,usage
5521,XhrConnectionError.java,author vaadin ltd,0,0,usage
4524,AbstractFocusable.java,abstract base class focus compon,0,0,usage
4527,AbstractFocusable.java,sinc 76,0,0,usage
4528,AbstractFocusable.java,author vaadin ltd,0,0,usage
4533,AbstractMultiSelectState.java,share state code abstractmultiselect,0,0,usage
4534,AbstractMultiSelectState.java,author vaadin ltd,0,0,usage
4535,AbstractMultiSelectState.java,sinc 80,0,0,usage
4540,AbstractProperty.java,abstract base class link properti implement,0,0,usage
4541,AbstractProperty.java,handl listen manag link valuechangelisten,0,0,usage
4542,AbstractProperty.java,link readonlystatuschangelisten,0,0,usage
4543,AbstractProperty.java,sinc 66,0,0,usage
4544,AbstractProperty.java,deprec 80 replac link valueprovid link setter see,0,0,usage
4545,AbstractProperty.java,link binder,0,0,usage
4546,AbstractProperty.java,legacypropertyhelp remov vaadin 8 event,0,0,usage
4547,AbstractProperty.java,code event code object specifi properti whose read,0,0,usage
4548,AbstractProperty.java,statu chang,0,0,usage
4549,AbstractProperty.java,legacypropertyhelp remov vaadin 8 event,0,0,usage
4566,AbstractSingleComponentContainerState.java,default share state implement abstractsinglecomponentcontain,0,0,usage
4567,AbstractSingleComponentContainerState.java,sinc 80,0,0,usage
4572,AdjacentElementsWithTooltipsTest.java,author vaadin ltd,0,0,usage
4575,ApplicationConfiguration.java,helper class read configur option bootstap,0,0,usage
4577,ApplicationConfiguration.java,sinc 70,0,0,usage
4578,ApplicationConfiguration.java,wrap nativ javascript object contain field error messag,0,0,usage
4579,ApplicationConfiguration.java,sinc 70,0,0,usage
4584,BootstrapPageResponse.java,represent bootstrap page gener,0,0,usage
4585,BootstrapPageResponse.java,bootstrap page,0,0,usage
4586,BootstrapPageResponse.java,contain full dom html document well http header,0,0,usage
4587,BootstrapPageResponse.java,includ correspond http respons,0,0,usage
4588,BootstrapPageResponse.java,author vaadin ltd,0,0,usage
4589,BootstrapPageResponse.java,sinc 700,0,0,usage
4596,ButtonRenderer.java,render display button textual caption,0,0,usage
4597,ButtonRenderer.java,valu,0,0,usage
4598,ButtonRenderer.java,correspond properti use caption,0,0,usage
4601,ButtonRenderer.java,sinc 74,0,0,usage
4602,ButtonRenderer.java,author vaadin ltd,0,0,usage
4610,ClientRpcWriter.java,serial link clientrpc client rpc invoc json,0,0,usage
4611,ClientRpcWriter.java,author vaadin ltd,0,0,usage
4612,ClientRpcWriter.java,sinc 71,0,0,usage
4616,ColorPickerServerRpc.java,rpc interfac abstractcolorpick,0,0,usage
4617,ColorPickerServerRpc.java,sinc 700,0,0,usage
4620,ComboBoxState.java,share state combobox compon,0,0,usage
4621,ComboBoxState.java,sinc 70,0,0,usage
4624,DeclarativeValueProvider.java,valu provid class declar support,0,0,usage
4626,DeclarativeValueProvider.java,provid straightforward map item valu,0,0,usage
4633,DoubleRangeValidator.java,valid valid link doubl insid given rang,0,0,usage
4634,DoubleRangeValidator.java,author vaadin ltd,0,0,usage
4635,DoubleRangeValidator.java,sinc 80,0,0,usage
4640,FooterDoubleClickHandler.java,handler link griddoubleclickev happen footer,0,0,usage
4641,FooterDoubleClickHandler.java,grid,0,0,usage
4642,FooterDoubleClickHandler.java,sinc 74,0,0,usage
4643,FooterDoubleClickHandler.java,author vaadin ltd,0,0,usage
4649,Grid.java,grid compon display tabular data,0,0,usage
4650,Grid.java,author vaadin ltd,0,0,usage
4651,Grid.java,sinc 80,0,0,usage
4663,Grid.java,enum use link gridsetselectionmod selectionmod,0,0,usage
4665,Grid.java,see gridsetselectionmod selectionmod,0,0,usage
4666,Grid.java,see gridsetselectionmodel gridselectionmodel,0,0,usage
4731,GridManyColumnsV7.java,test ui grid initi render perform profil,0,0,usage
4733,GridSelectionModel.java,server side interfac control grid select state,0,0,usage
4734,GridSelectionModel.java,selectionmodel extend link abstractgridextens,0,0,usage
4735,GridSelectionModel.java,author vaadin ltd,0,0,usage
4739,GridSelectionModel.java,see abstractselectionmodel,0,0,usage
